toco,fhr
34.0,0.0
34.5,0.0
34.5,0.0
34.0,0.0
34.0,0.0
33.5,0.0
33.5,0.0
33.0,0.0
33.5,0.0
34.0,0.0
34.0,0.0
34.0,0.0
33.5,0.0
34.0,0.0
34.0,0.0
34.0,0.0
34.0,0.0
34.0,0.0
34.0,0.0
34.5,0.0
35.0,0.0
35.5,0.0
35.0,0.0
35.0,0.0
35.0,0.0
35.5,0.0
36.0,0.0
35.5,0.0
35.5,0.0
34.5,0.0
35.0,0.0
35.5,0.0
35.0,0.0
35.0,0.0
35.5,0.0
36.0,0.0
36.0,0.0
36.5,0.0
37.0,0.0
37.5,0.0
37.5,0.0
37.5,0.0
38.5,0.0
38.5,0.0
38.5,0.0
38.5,0.0
38.5,0.0
37.5,0.0
36.5,0.0
36.5,0.0
36.0,0.0
36.0,0.0
36.0,0.0
36.0,0.0
36.0,0.0
36.0,0.0
36.0,0.0
35.5,0.0
36.0,0.0
36.0,0.0
36.0,0.0
35.0,0.0
34.5,0.0
34.0,0.0
34.0,0.0
34.0,0.0
34.0,0.0
34.5,0.0
34.5,0.0
34.5,0.0
35.0,0.0
35.5,0.0
35.5,0.0
36.0,0.0
36.0,0.0
36.5,0.0
36.5,0.0
35.5,0.0
35.5,0.0
36.0,0.0
36.0,0.0
36.0,0.0
36.0,0.0
35.5,0.0
34.5,0.0
33.5,0.0
33.5,0.0
34.0,0.0
34.5,0.0
34.5,0.0
33.5,0.0
33.5,0.0
33.0,0.0
33.5,0.0
34.0,0.0
34.5,0.0
35.5,0.0
35.5,0.0
35.5,0.0
35.5,0.0
35.5,0.0
36.0,0.0
35.5,0.0
35.5,0.0
36.0,0.0
36.0,0.0
36.5,0.0
36.0,0.0
36.5,0.0
37.0,0.0
36.5,0.0
36.5,0.0
36.5,0.0
36.5,0.0
36.5,0.0
36.5,0.0
36.5,0.0
36.5,0.0
36.0,0.0
35.0,0.0
35.0,0.0
35.5,0.0
35.0,0.0
36.0,0.0
36.0,0.0
36.0,0.0
35.5,0.0
35.5,0.0
36.0,0.0
36.0,0.0
36.0,0.0
36.0,0.0
35.5,0.0
35.0,0.0
35.5,0.0
35.0,0.0
34.5,0.0
35.0,0.0
35.0,0.0
36.0,0.0
36.5,0.0
36.0,0.0
35.5,0.0
36.0,0.0
36.0,0.0
36.0,0.0
36.0,0.0
36.5,0.0
36.0,0.0
36.0,0.0
36.0,0.0
36.0,0.0
36.5,0.0
36.5,0.0
37.0,0.0
37.5,0.0
37.5,0.0
37.0,0.0
37.0,0.0
37.0,0.0
37.0,0.0
37.0,0.0
37.0,0.0
36.5,0.0
36.0,0.0
36.0,0.0
36.0,0.0
36.5,0.0
37.0,0.0
37.5,0.0
37.5,0.0
37.5,0.0
37.5,0.0
37.5,0.0
37.0,0.0
37.0,0.0
37.0,0.0
37.0,0.0
36.5,0.0
35.5,0.0
34.5,0.0
34.5,0.0
34.5,0.0
34.5,0.0
35.0,0.0
35.5,0.0
35.0,0.0
35.5,0.0
35.0,0.0
35.0,0.0
35.5,0.0
35.5,0.0
35.5,0.0
35.5,0.0
35.5,0.0
34.5,0.0
35.0,0.0
35.0,0.0
35.0,0.0
35.5,0.0
36.5,0.0
36.0,0.0
36.0,0.0
36.0,0.0
36.0,0.0
36.0,0.0
36.5,0.0
36.0,0.0
36.0,0.0
36.0,0.0
35.5,0.0
35.5,0.0
35.5,0.0
35.0,0.0
35.5,0.0
36.0,0.0
36.5,0.0
36.5,0.0
36.0,0.0
36.0,0.0
36.5,0.0
36.5,0.0
36.0,0.0
36.0,0.0
36.0,0.0
35.0,0.0
34.5,0.0
34.5,0.0
34.5,0.0
35.0,0.0
35.5,0.0
36.0,0.0
35.5,0.0
35.5,0.0
35.5,0.0
35.5,0.0
35.5,0.0
35.5,0.0
35.5,0.0
36.0,0.0
35.5,0.0
35.0,0.0
35.0,0.0
35.0,0.0
35.5,0.0
36.0,0.0
36.0,0.0
36.0,0.0
36.0,0.0
36.0,0.0
36.0,0.0
36.0,0.0
36.5,0.0
36.0,0.0
36.0,0.0
36.0,0.0
35.5,0.0
36.0,0.0
36.0,0.0
36.5,0.0
37.5,0.0
39.5,0.0
41.5,0.0
43.0,0.0
44.5,0.0
46.0,0.0
45.0,0.0
42.5,0.0
43.5,0.0
44.0,0.0
43.5,0.0
43.5,0.0
43.5,0.0
43.5,0.0
43.0,0.0
43.0,0.0
42.5,0.0
42.5,0.0
44.5,0.0
47.5,0.0
51.0,0.0
51.0,0.0
47.0,0.0
46.5,0.0
47.5,0.0
47.0,0.0
47.0,0.0
46.5,0.0
45.5,0.0
44.0,0.0
42.5,0.0
41.0,0.0
40.0,0.0
39.0,0.0
39.5,0.0
39.5,0.0
39.5,0.0
39.0,0.0
38.5,0.0
38.0,0.0
38.0,0.0
38.0,0.0
38.0,0.0
38.0,0.0
38.0,0.0
38.0,0.0
37.5,0.0
37.0,0.0
37.0,0.0
37.5,0.0
37.5,0.0
37.5,0.0
37.5,0.0
37.5,0.0
38.0,0.0
37.5,0.0
37.5,0.0
38.0,0.0
38.0,0.0
38.0,0.0
38.0,0.0
37.5,0.0
38.0,0.0
38.5,0.0
38.5,0.0
39.0,0.0
39.0,0.0
39.5,0.0
39.5,0.0
40.0,0.0
40.0,0.0
40.0,0.0
40.0,0.0
39.0,0.0
39.0,0.0
39.0,0.0
39.5,0.0
40.5,0.0
41.5,0.0
41.0,0.0
40.5,0.0
40.0,0.0
40.0,0.0
40.0,0.0
40.5,0.0
40.5,0.0
40.5,0.0
40.0,0.0
39.5,0.0
38.5,0.0
37.5,0.0
38.0,0.0
39.0,0.0
39.5,0.0
38.5,0.0
38.5,0.0
38.5,0.0
38.5,0.0
38.0,0.0
39.0,0.0
38.5,0.0
38.0,0.0
38.5,0.0
38.5,0.0
38.0,0.0
38.5,0.0
38.5,0.0
38.0,0.0
38.0,0.0
39.0,0.0
40.0,0.0
39.5,0.0
39.0,0.0
39.5,0.0
39.5,0.0
40.0,0.0
40.0,0.0
39.5,0.0
39.0,0.0
39.5,0.0
39.5,0.0
40.0,0.0
40.5,0.0
40.0,0.0
39.0,0.0
39.5,0.0
39.0,0.0
39.0,0.0
39.5,0.0
39.5,0.0
39.5,0.0
39.0,0.0
38.5,0.0
39.0,0.0
39.5,0.0
40.0,0.0
40.5,0.0
40.5,0.0
40.0,0.0
40.0,0.0
40.0,0.0
40.0,0.0
40.0,0.0
40.0,0.0
40.0,0.0
39.0,0.0
39.5,0.0
40.0,0.0
40.5,0.0
41.0,0.0
41.0,0.0
40.5,0.0
40.5,0.0
40.5,0.0
41.0,0.0
41.0,0.0
40.5,0.0
40.5,0.0
41.0,0.0
41.0,0.0
41.5,0.0
42.5,0.0
42.5,0.0
41.5,0.0
42.0,0.0
43.0,0.0
43.0,0.0
43.5,0.0
44.0,0.0
44.5,0.0
44.5,0.0
44.5,0.0
44.5,0.0
44.0,0.0
44.5,0.0
44.5,0.0
45.0,0.0
45.0,0.0
44.0,0.0
44.0,0.0
43.0,0.0
42.5,0.0
42.5,0.0
42.0,0.0
42.0,0.0
41.5,0.0
41.0,0.0
41.0,0.0
41.0,0.0
40.0,0.0
40.0,0.0
41.0,0.0
42.0,0.0
42.5,0.0
43.0,0.0
42.5,0.0
42.0,0.0
41.5,0.0
42.0,0.0
42.0,0.0
41.5,0.0
41.5,0.0
41.0,0.0
40.5,0.0
40.5,0.0
41.5,0.0
42.0,0.0
42.0,0.0
42.5,0.0
41.0,0.0
41.0,0.0
42.0,0.0
41.5,0.0
42.0,0.0
42.0,0.0
41.5,0.0
41.5,0.0
41.0,0.0
40.0,0.0
40.5,0.0
42.0,0.0
41.5,0.0
40.5,0.0
41.0,0.0
40.5,0.0
40.5,0.0
40.5,0.0
40.0,0.0
40.5,0.0
40.0,0.0
40.0,0.0
40.0,0.0
40.5,0.0
40.5,0.0
40.5,0.0
41.0,0.0
41.5,0.0
41.0,0.0
42.0,0.0
42.0,0.0
42.0,0.0
43.0,0.0
43.0,0.0
43.0,0.0
42.5,0.0
43.0,0.0
43.0,0.0
42.0,0.0
41.5,0.0
40.5,0.0
40.0,0.0
40.5,0.0
41.5,0.0
41.5,0.0
40.5,0.0
41.5,0.0
42.5,0.0
43.5,0.0
44.5,0.0
45.5,0.0
45.5,0.0
43.5,0.0
42.5,0.0
44.0,0.0
45.0,0.0
46.0,0.0
46.0,0.0
45.5,0.0
45.5,0.0
44.5,0.0
44.5,0.0
45.0,0.0
44.5,0.0
45.0,0.0
45.0,0.0
45.0,0.0
44.0,0.0
43.0,0.0
41.5,0.0
40.5,0.0
40.5,0.0
40.5,0.0
41.0,0.0
41.5,0.0
40.5,0.0
39.5,0.0
39.0,0.0
39.0,0.0
39.0,0.0
39.5,0.0
39.0,0.0
39.5,0.0
38.5,0.0
38.0,0.0
38.5,0.0
39.5,0.0
39.5,0.0
39.0,0.0
40.0,0.0
40.0,0.0
40.0,0.0
40.0,0.0
40.5,0.0
40.0,0.0
40.0,0.0
40.5,0.0
40.0,0.0
39.0,0.0
39.0,0.0
39.0,0.0
39.5,0.0
39.5,0.0
40.0,0.0
39.5,0.0
39.5,0.0
40.0,0.0
40.0,0.0
40.5,0.0
40.5,0.0
40.0,0.0
39.0,0.0
39.5,0.0
40.0,0.0
40.5,0.0
41.0,0.0
41.0,0.0
40.5,0.0
40.5,0.0
40.5,0.0
40.5,0.0
41.0,0.0
40.5,0.0
40.5,0.0
40.0,0.0
39.0,0.0
39.0,0.0
39.0,0.0
39.0,0.0
40.0,0.0
40.0,0.0
40.5,0.0
40.5,0.0
41.0,0.0
42.5,0.0
43.0,0.0
44.0,0.0
45.5,0.0
45.5,0.0
45.0,0.0
44.0,0.0
43.0,0.0
42.5,0.0
42.0,0.0
41.5,0.0
41.0,0.0
40.0,0.0
39.0,0.0
37.5,0.0
37.0,0.0
36.5,0.0
36.0,0.0
35.5,0.0
35.5,0.0
35.0,0.0
34.5,0.0
34.5,0.0
34.0,0.0
34.5,0.0
34.0,0.0
33.5,0.0
32.5,0.0
33.0,0.0
33.5,0.0
34.0,0.0
33.5,0.0
33.0,0.0
32.5,0.0
32.5,0.0
32.5,0.0
32.5,0.0
32.5,0.0
32.5,0.0
32.5,0.0
32.5,0.0
32.5,0.0
32.5,0.0
32.5,0.0
32.5,0.0
32.5,0.0
32.5,0.0
33.0,0.0
33.5,0.0
34.0,0.0
34.0,0.0
34.0,0.0
34.0,0.0
34.5,0.0
34.5,0.0
34.5,0.0
34.5,0.0
34.0,0.0
34.0,0.0
34.0,0.0
34.5,0.0
35.5,0.0
35.5,0.0
35.5,0.0
35.5,0.0
35.5,0.0
35.5,0.0
35.5,0.0
35.5,0.0
35.5,0.0
35.5,0.0
35.0,0.0
34.5,0.0
34.5,0.0
34.5,0.0
35.0,0.0
34.5,0.0
34.5,0.0
35.0,0.0
35.0,0.0
35.0,0.0
35.0,0.0
34.5,0.0
34.5,0.0
34.5,0.0
34.0,0.0
33.5,0.0
34.0,0.0
34.5,0.0
34.5,0.0
34.0,0.0
33.5,0.0
33.5,0.0
33.5,0.0
34.0,0.0
34.0,0.0
34.0,0.0
33.5,0.0
33.0,0.0
33.5,0.0
33.5,0.0
34.0,0.0
34.0,0.0
33.5,0.0
34.0,0.0
34.0,0.0
34.5,0.0
34.5,0.0
35.0,0.0
35.5,0.0
35.5,0.0
36.0,0.0
36.0,0.0
36.5,0.0
37.0,0.0
36.5,0.0
36.0,0.0
36.0,0.0
36.5,0.0
36.0,0.0
36.0,0.0
35.5,0.0
35.5,0.0
35.0,0.0
35.0,0.0
34.5,0.0
34.5,0.0
34.5,0.0
34.5,0.0
34.5,0.0
34.5,0.0
34.5,0.0
34.5,0.0
34.5,0.0
34.5,0.0
34.0,0.0
34.0,0.0
34.5,0.0
34.5,0.0
34.5,0.0
34.5,0.0
34.5,0.0
35.0,0.0
35.0,0.0
34.5,0.0
35.0,0.0
35.5,0.0
35.5,0.0
35.5,0.0
35.0,0.0
34.5,0.0
35.0,0.0
35.0,0.0
35.0,0.0
35.5,0.0
35.5,0.0
35.5,0.0
35.0,0.0
36.0,0.0
35.5,0.0
35.5,0.0
36.0,0.0
35.5,0.0
35.5,0.0
36.0,0.0
36.0,0.0
36.0,0.0
36.0,0.0
36.5,0.0
36.0,0.0
36.0,0.0
36.5,0.0
36.5,0.0
36.5,0.0
36.5,0.0
37.0,0.0
36.5,0.0
36.5,0.0
36.5,0.0
36.5,0.0
36.5,0.0
36.5,0.0
36.5,0.0
36.5,0.0
36.5,0.0
36.0,0.0
36.5,0.0
36.5,0.0
36.0,0.0
36.0,0.0
36.0,0.0
36.0,0.0
36.0,0.0
35.5,0.0
35.5,0.0
35.5,0.0
35.5,0.0
35.5,0.0
35.5,0.0
35.5,0.0
35.0,0.0
35.0,0.0
35.0,0.0
35.0,0.0
35.0,0.0
35.0,0.0
35.0,0.0
34.5,0.0
34.5,0.0
35.0,0.0
34.5,0.0
34.5,0.0
34.0,0.0
33.5,0.0
33.5,0.0
33.0,0.0
33.5,0.0
33.5,0.0
33.5,0.0
34.0,0.0
34.5,0.0
34.5,0.0
35.5,0.0
36.0,0.0
36.5,0.0
37.0,0.0
38.0,0.0
38.0,0.0
38.5,0.0
38.5,0.0
38.5,0.0
38.5,0.0
38.0,0.0
37.5,0.0
37.5,0.0
37.0,0.0
36.5,0.0
36.0,0.0
35.5,0.0
35.5,0.0
35.5,0.0
35.0,0.0
34.5,0.0
34.5,0.0
35.0,0.0
35.0,0.0
35.5,0.0
35.0,0.0
35.5,0.0
35.0,0.0
35.5,0.0
35.5,0.0
35.0,0.0
35.0,0.0
35.0,0.0
35.5,0.0
35.5,0.0
35.0,0.0
35.0,0.0
34.5,0.0
34.5,0.0
34.5,0.0
34.0,0.0
34.0,0.0
34.5,0.0
32.5,0.0
31.5,0.0
32.0,0.0
32.5,0.0
33.5,0.0
33.5,0.0
32.5,0.0
32.0,0.0
32.0,0.0
32.5,0.0
32.5,0.0
33.0,0.0
33.0,0.0
33.5,0.0
33.5,0.0
34.0,0.0
34.0,0.0
34.0,0.0
34.5,0.0
34.0,0.0
34.0,0.0
34.5,0.0
35.0,0.0
36.0,0.0
36.5,0.0
37.0,0.0
37.0,0.0
36.0,0.0
35.0,0.0
35.0,0.0
35.5,0.0
35.5,0.0
35.5,0.0
35.0,0.0
35.0,0.0
34.5,0.0
34.0,0.0
33.5,0.0
34.0,0.0
34.5,0.0
34.5,0.0
35.0,0.0
34.5,0.0
34.5,0.0
35.0,0.0
35.5,0.0
36.0,0.0
36.0,0.0
36.0,0.0
36.5,0.0
37.0,0.0
37.0,0.0
37.0,0.0
37.0,0.0
37.5,0.0
37.5,0.0
38.0,0.0
38.0,0.0
38.0,0.0
38.0,0.0
37.5,0.0
38.0,0.0
38.0,0.0
38.0,0.0
38.0,0.0
38.0,0.0
38.0,0.0
38.0,0.0
38.5,0.0
38.5,0.0
36.5,0.0
35.5,0.0
36.0,0.0
36.5,0.0
36.5,0.0
37.0,0.0
37.0,0.0
37.0,0.0
37.0,0.0
36.5,0.0
36.5,0.0
38.0,0.0
38.5,0.0
39.0,0.0
39.0,0.0
38.5,0.0
37.5,0.0
37.5,0.0
38.0,0.0
38.0,0.0
37.0,0.0
36.0,0.0
36.5,0.0
36.5,0.0
37.0,0.0
38.0,0.0
38.5,0.0
39.0,0.0
39.5,0.0
39.5,0.0
38.5,0.0
38.5,0.0
38.0,0.0
38.5,0.0
38.0,0.0
38.0,0.0
37.5,0.0
37.0,0.0
36.5,0.0
36.5,0.0
36.0,0.0
36.0,0.0
36.0,0.0
36.5,0.0
36.5,0.0
36.5,0.0
36.5,0.0
36.5,0.0
36.0,0.0
36.0,0.0
36.0,0.0
36.5,0.0
37.0,0.0
37.0,0.0
36.5,0.0
36.5,0.0
37.0,0.0
37.5,0.0
37.5,0.0
37.5,0.0
37.5,0.0
37.5,0.0
37.0,0.0
36.5,0.0
36.5,0.0
36.5,0.0
37.0,0.0
37.0,0.0
36.5,0.0
36.5,0.0
37.0,0.0
37.5,0.0
38.0,0.0
38.0,0.0
38.0,0.0
38.0,0.0
38.5,0.0
39.0,0.0
39.0,0.0
39.0,0.0
39.0,0.0
38.5,0.0
38.0,0.0
38.0,0.0
37.5,0.0
37.5,0.0
37.5,0.0
37.0,0.0
37.0,0.0
37.0,0.0
37.5,0.0
36.5,0.0
35.5,0.0
35.5,0.0
37.0,0.0
38.0,0.0
37.5,0.0
37.5,0.0
37.5,0.0
38.0,0.0
38.0,0.0
38.0,0.0
38.5,0.0
38.5,0.0
39.0,0.0
39.5,0.0
39.5,0.0
39.0,0.0
39.0,0.0
39.5,0.0
39.5,0.0
39.5,0.0
39.5,0.0
40.0,0.0
40.0,0.0
40.0,0.0
39.5,0.0
38.5,0.0
38.5,0.0
39.0,0.0
40.0,0.0
39.5,0.0
39.5,0.0
40.0,0.0
39.5,0.0
39.5,0.0
40.0,0.0
40.0,0.0
40.0,0.0
40.0,0.0
40.0,0.0
39.5,0.0
39.0,0.0
38.5,0.0
39.0,0.0
40.0,0.0
40.0,0.0
39.5,0.0
39.0,0.0
38.0,0.0
38.5,0.0
39.0,0.0
39.0,0.0
39.0,0.0
40.0,0.0
41.0,0.0
41.5,0.0
41.5,0.0
41.5,0.0
41.5,0.0
41.0,0.0
40.0,0.0
39.5,0.0
39.0,0.0
39.5,0.0
40.0,0.0
40.0,0.0
39.5,0.0
39.5,0.0
40.0,0.0
40.5,0.0
40.5,0.0
40.5,0.0
40.5,0.0
40.5,0.0
40.5,0.0
40.5,0.0
40.5,0.0
39.0,0.0
38.5,0.0
39.0,0.0
39.0,0.0
39.5,0.0
40.0,0.0
39.5,0.0
39.0,0.0
39.0,0.0
39.0,0.0
39.5,0.0
39.5,0.0
39.0,0.0
39.0,0.0
39.0,0.0
38.5,0.0
39.0,0.0
38.5,0.0
38.0,0.0
39.0,0.0
39.5,0.0
39.5,0.0
39.5,0.0
39.5,0.0
38.5,0.0
38.0,0.0
38.0,0.0
38.5,0.0
39.5,0.0
40.0,0.0
40.0,0.0
39.0,0.0
39.0,0.0
39.5,0.0
39.5,0.0
39.0,0.0
39.5,0.0
39.5,0.0
39.0,0.0
38.5,0.0
39.0,0.0
39.0,0.0
39.5,0.0
40.5,0.0
40.0,0.0
40.0,0.0
40.0,0.0
40.0,0.0
40.0,0.0
40.0,0.0
40.0,0.0
39.5,0.0
40.0,0.0
40.0,0.0
40.0,0.0
41.0,0.0
41.0,0.0
41.5,0.0
41.5,0.0
41.5,0.0
41.0,0.0
41.5,0.0
41.5,0.0
41.0,0.0
41.5,0.0
41.0,0.0
40.0,0.0
40.0,0.0
40.0,0.0
41.0,0.0
42.0,0.0
41.5,0.0
41.5,0.0
41.5,0.0
41.5,0.0
41.5,0.0
41.5,0.0
41.0,0.0
41.5,0.0
41.0,0.0
41.0,0.0
41.0,0.0
41.0,0.0
42.0,0.0
42.5,0.0
42.0,0.0
41.5,0.0
41.5,0.0
41.5,0.0
41.5,0.0
41.5,0.0
41.0,0.0
40.5,0.0
41.0,0.0
40.5,0.0
40.5,0.0
41.5,0.0
41.5,0.0
41.5,0.0
41.0,0.0
41.0,0.0
41.0,0.0
41.5,0.0
41.5,0.0
41.0,0.0
41.0,0.0
41.0,0.0
41.5,0.0
41.5,0.0
42.5,0.0
42.0,0.0
42.0,0.0
41.5,0.0
41.5,0.0
42.0,0.0
42.0,0.0
41.5,0.0
41.5,0.0
41.0,0.0
41.0,0.0
41.5,0.0
42.0,0.0
42.5,0.0
42.5,0.0
42.5,0.0
42.0,0.0
42.0,0.0
42.0,0.0
42.0,0.0
42.0,0.0
42.0,0.0
41.5,0.0
41.0,0.0
41.5,0.0
41.5,0.0
42.0,0.0
42.5,0.0
42.0,0.0
42.0,0.0
42.0,0.0
42.0,0.0
41.5,0.0
41.5,0.0
41.5,0.0
41.0,0.0
40.5,0.0
40.5,0.0
41.0,0.0
41.5,0.0
42.0,0.0
42.0,0.0
41.5,0.0
41.5,0.0
41.5,0.0
41.5,0.0
41.5,0.0
41.5,0.0
41.0,0.0
41.5,0.0
41.5,0.0
41.5,0.0
42.0,0.0
42.5,0.0
42.0,0.0
41.5,0.0
42.0,0.0
41.5,0.0
41.5,0.0
41.5,0.0
41.0,0.0
41.0,0.0
41.5,0.0
41.5,0.0
42.0,0.0
42.5,0.0
42.0,0.0
41.5,0.0
41.5,0.0
41.5,0.0
42.0,0.0
41.5,0.0
41.0,0.0
41.0,0.0
41.0,0.0
41.0,0.0
41.5,0.0
42.0,0.0
42.0,0.0
42.0,0.0
41.5,0.0
41.5,0.0
41.5,0.0
41.0,0.0
41.0,0.0
41.0,0.0
40.5,0.0
40.5,0.0
41.0,0.0
41.0,0.0
41.5,0.0
42.0,0.0
41.5,0.0
41.0,0.0
41.0,0.0
41.0,0.0
41.0,0.0
41.0,0.0
40.5,0.0
40.0,0.0
40.0,0.0
40.5,0.0
40.5,0.0
41.0,0.0
41.0,0.0
41.0,0.0
40.5,0.0
40.5,0.0
39.5,0.0
39.5,0.0
40.0,0.0
40.0,0.0
39.0,0.0
39.0,0.0
39.0,0.0
40.0,0.0
39.5,0.0
39.5,0.0
40.0,0.0
40.0,0.0
39.5,0.0
39.5,0.0
39.0,0.0
39.5,0.0
39.5,0.0
39.0,0.0
39.0,0.0
39.0,0.0
39.0,0.0
38.5,0.0
37.5,0.0
37.5,0.0
38.0,0.0
39.0,0.0
39.5,0.0
39.5,0.0
39.5,0.0
39.5,0.0
39.0,0.0
39.5,0.0
39.5,0.0
39.5,0.0
39.5,0.0
38.5,0.0
38.0,0.0
38.5,0.0
38.5,0.0
39.0,0.0
39.5,0.0
40.0,0.0
40.0,0.0
39.0,0.0
38.5,0.0
39.5,0.0
40.5,0.0
40.0,0.0
40.5,0.0
40.0,0.0
40.0,0.0
39.5,0.0
39.0,0.0
39.5,0.0
40.0,0.0
40.5,0.0
41.0,0.0
41.0,0.0
41.0,0.0
41.0,0.0
41.0,0.0
41.0,0.0
41.5,0.0
41.0,0.0
41.0,0.0
40.5,0.0
40.5,0.0
40.5,0.0
40.5,0.0
41.0,0.0
41.0,0.0
41.5,0.0
41.5,0.0
41.5,0.0
41.5,0.0
41.0,0.0
41.0,0.0
41.5,0.0
41.0,0.0
41.0,0.0
40.5,0.0
40.0,0.0
40.0,0.0
40.0,0.0
41.0,0.0
41.5,0.0
41.0,0.0
40.5,0.0
40.5,0.0
40.5,0.0
40.5,0.0
40.5,0.0
40.5,0.0
40.0,0.0
40.0,0.0
39.5,0.0
39.5,0.0
40.0,0.0
40.5,0.0
41.0,0.0
41.5,0.0
41.0,0.0
41.0,0.0
41.0,0.0
40.5,0.0
41.0,0.0
40.5,0.0
39.5,0.0
39.5,0.0
39.0,0.0
39.5,0.0
40.0,0.0
40.0,0.0
40.0,0.0
39.5,0.0
39.5,0.0
39.5,0.0
39.5,0.0
40.0,0.0
40.0,0.0
40.5,0.0
41.0,0.0
41.0,0.0
41.5,0.0
41.5,0.0
41.0,0.0
41.0,0.0
41.0,0.0
41.0,0.0
40.5,0.0
40.5,0.0
40.5,0.0
40.5,0.0
41.0,0.0
41.0,0.0
40.5,0.0
40.5,0.0
40.0,0.0
40.0,0.0
40.0,0.0
39.5,0.0
40.0,0.0
40.0,0.0
40.5,0.0
40.5,0.0
41.0,0.0
41.0,0.0
40.5,0.0
40.5,0.0
40.0,0.0
40.0,0.0
40.0,0.0
40.0,0.0
40.0,0.0
40.5,0.0
40.5,0.0
41.0,0.0
41.5,0.0
41.5,0.0
41.5,0.0
41.0,0.0
40.5,0.0
41.0,0.0
40.5,0.0
40.5,0.0
40.5,0.0
40.5,0.0
40.5,0.0
41.5,0.0
42.0,0.0
42.0,0.0
41.5,0.0
41.0,0.0
41.0,0.0
41.5,0.0
41.5,0.0
41.5,0.0
41.5,0.0
42.0,0.0
42.5,0.0
43.0,0.0
43.0,0.0
42.5,0.0
42.0,0.0
43.0,0.0
42.0,0.0
42.0,0.0
41.5,0.0
41.0,0.0
41.5,0.0
41.0,0.0
41.5,0.0
42.0,0.0
42.5,0.0
42.5,0.0
42.0,0.0
42.0,0.0
41.5,0.0
41.5,0.0
41.5,0.0
43.0,0.0
44.0,0.0
43.5,0.0
42.0,0.0
41.0,0.0
40.5,0.0
40.0,0.0
41.5,0.0
42.0,0.0
41.5,0.0
41.0,0.0
41.0,0.0
40.5,0.0
40.5,0.0
40.5,0.0
40.5,0.0
41.0,0.0
41.5,0.0
42.0,0.0
42.5,0.0
42.5,0.0
42.0,0.0
42.5,0.0
42.0,0.0
42.0,0.0
42.5,0.0
42.0,0.0
41.5,0.0
41.5,0.0
41.5,0.0
42.0,0.0
42.0,0.0
43.0,0.0
42.5,0.0
42.5,0.0
42.0,0.0
42.0,0.0
42.0,0.0
42.0,0.0
41.5,0.0
41.5,0.0
41.5,0.0
41.5,0.0
42.0,0.0
42.5,0.0
42.0,0.0
41.5,0.0
41.5,0.0
41.5,0.0
41.5,0.0
41.5,0.0
41.5,0.0
41.0,0.0
40.5,0.0
40.5,0.0
41.0,0.0
41.0,0.0
41.5,0.0
42.0,0.0
41.5,0.0
41.5,0.0
41.5,0.0
41.0,0.0
41.0,0.0
41.0,0.0
41.0,0.0
41.0,0.0
41.0,0.0
41.5,0.0
42.0,0.0
42.5,0.0
42.0,0.0
41.5,0.0
41.5,0.0
41.5,0.0
41.0,0.0
41.0,0.0
41.0,0.0
41.5,0.0
41.5,0.0
42.0,0.0
42.5,0.0
42.0,0.0
41.5,0.0
42.0,0.0
42.0,0.0
41.5,0.0
41.0,0.0
41.5,0.0
41.5,0.0
42.0,0.0
42.5,0.0
43.0,0.0
42.5,0.0
42.5,0.0
42.0,0.0
42.0,0.0
42.0,0.0
41.5,0.0
41.5,0.0
41.0,0.0
41.5,0.0
41.0,0.0
41.5,0.0
42.0,0.0
42.0,0.0
42.0,0.0
41.5,0.0
41.0,0.0
41.0,0.0
41.0,0.0
41.0,0.0
41.5,0.0
42.0,0.0
42.0,0.0
42.5,0.0
42.5,0.0
42.0,0.0
42.0,0.0
41.5,0.0
41.5,0.0
41.5,0.0
41.0,0.0
40.5,0.0
40.5,0.0
40.5,0.0
41.0,0.0
41.0,0.0
40.0,0.0
39.5,0.0
39.0,0.0
38.5,0.0
39.0,0.0
39.0,0.0
38.5,0.0
38.0,0.0
37.5,0.0
37.5,0.0
36.5,0.0
35.5,0.0
35.0,0.0
35.0,0.0
35.0,0.0
35.5,0.0
35.0,0.0
34.0,0.0
33.5,0.0
33.5,0.0
33.0,0.0
33.0,0.0
33.0,0.0
33.0,0.0
33.0,0.0
33.5,0.0
34.0,0.0
34.5,0.0
34.0,0.0
34.0,0.0
34.0,0.0
34.5,0.0
34.5,0.0
35.0,0.0
34.5,0.0
34.5,0.0
34.5,0.0
35.0,0.0
35.5,0.0
35.5,0.0
35.5,0.0
34.0,0.0
33.0,0.0
33.0,0.0
33.5,0.0
33.0,0.0
33.0,0.0
32.5,0.0
32.5,0.0
32.0,0.0
30.5,0.0
30.5,0.0
30.5,0.0
30.5,0.0
31.0,0.0
30.5,0.0
30.5,0.0
29.5,0.0
29.5,0.0
30.0,0.0
30.0,0.0
30.5,0.0
30.5,0.0
30.5,0.0
31.5,0.0
32.0,0.0
32.0,0.0
32.5,0.0
32.5,0.0
32.5,0.0
32.5,0.0
32.5,0.0
32.5,0.0
32.5,0.0
32.5,0.0
32.0,0.0
32.5,0.0
32.5,0.0
32.5,0.0
32.5,0.0
33.0,0.0
33.5,0.0
33.5,0.0
33.0,0.0
33.0,0.0
32.5,0.0
32.0,0.0
32.5,0.0
32.0,0.0
31.5,0.0
31.5,0.0
30.5,0.0
30.5,0.0
30.5,0.0
30.0,0.0
30.0,0.0
30.5,0.0
30.0,0.0
